bowler,format,innings_bowled,balls,runs_given,wickets,dot_balls,wides,noballs,overs,economy,average,dot_pct,strike_rate,five_wkts,four_wkts,best_wkts,best_bowling,matches
Saeed Ajmal,Test,35,11593,5003.0,183,8754,0,1,1932.2,2.59,27.34,75.51,63.35,22.0,3.0,11.0,11/111.0,35
NLTC Perera,ODI,152,5669,5563.0,183,2782,107,3,944.8,5.89,30.4,49.07,30.98,4.0,6.0,6.0,6/44.0,161
Mustafizur Rahman,ODI,110,5353,4617.0,182,2986,146,15,892.2,5.18,25.37,55.78,29.41,6.0,5.0,6.0,6/39.0,112
Saeed Ajmal,ODI,107,5748,4048.0,181,3279,99,0,958.0,4.23,22.36,57.05,31.76,3.0,6.0,5.0,5/23.0,108
Imran Tahir,ODI,103,5501,4268.0,180,2916,55,2,916.8,4.66,23.71,53.01,30.56,4.0,8.0,7.0,7/45.0,106
B Lee,Test,41,10107,5575.0,179,7534,28,339,1684.5,3.31,31.15,74.54,56.46,20.0,5.0,9.0,9/171.0,41
T Putthawong,T20I,97,2107,1496.0,179,1288,45,3,351.2,4.26,8.36,61.13,11.77,5.0,5.0,6.0,6/6.0,99
DB Sharma,T20I,139,2992,3173.0,178,1259,53,3,498.7,6.36,17.83,42.08,16.81,2.0,2.0,5.0,5/10.0,142
MJ Henry,ODI,90,4824,4179.0,176,2817,104,10,804.0,5.2,23.74,58.4,27.41,4.0,12.0,5.0,5/19.0,92
Abdur Razzak,ODI,121,6254,4815.0,176,3586,154,4,1042.3,4.62,27.36,57.34,35.53,5.0,4.0,5.0,5/29.0,122
AJ Tye,BBL,116,2526,3347.0,176,988,79,19,421.0,7.95,19.02,39.11,14.35,2.0,8.0,6.0,6/21.0,118
K Rabada,ODI,101,5322,4501.0,175,3169,198,37,887.0,5.07,25.72,59.55,30.41,3.0,7.0,6.0,6/13.0,103
TG Southee,T20I,122,2768,3737.0,175,1127,111,5,461.3,8.1,21.35,40.72,15.82,2.0,2.0,5.0,5/17.0,125
RAS Lakmal,Test,70,12549,6232.0,173,9400,24,106,2091.5,2.98,36.02,74.91,72.54,13.0,3.0,7.0,7/80.0,70
AU Rashid,T20I,141,3089,3886.0,171,1109,47,1,514.8,7.55,22.73,35.9,18.06,0.0,4.0,4.0,4/2.0,148
MDK Perera,Test,43,10825,5780.0,170,7394,1,20,1804.2,3.2,34.0,68.3,63.68,18.0,3.0,10.0,10/78.0,43
UT Yadav,Test,56,8911,5219.0,170,6466,23,11,1485.2,3.51,30.7,72.56,52.42,16.0,1.0,10.0,10/133.0,56
MS Panesar,Test,48,12297,5729.0,170,9365,0,2,2049.5,2.8,33.7,76.16,72.34,15.0,5.0,11.0,11/210.0,49
Umar Gul,ODI,118,5659,4897.0,170,3342,161,62,943.2,5.19,28.81,59.06,33.29,2.0,4.0,6.0,6/36.0,120
Sandeep Sharma,IPL,142,3176,4307.0,169,1243,119,13,529.3,8.14,25.49,39.14,18.79,1.0,3.0,5.0,5/18.0,142
IS Sodhi,T20I,134,2784,3785.0,168,914,89,4,464.0,8.16,22.53,32.83,16.57,0.0,5.0,4.0,4/12.0,140
ST Gabriel,Test,58,9606,5348.0,168,7010,42,227,1601.0,3.34,31.83,72.98,57.18,9.0,7.0,13.0,13/121.0,59
NW Bracken,ODI,100,5011,3706.0,168,3033,84,2,835.2,4.44,22.06,60.53,29.83,2.0,9.0,5.0,5/46.0,100
HV Patel,IPL,121,2527,3727.0,168,857,127,21,421.2,8.85,22.18,33.91,15.04,2.0,5.0,6.0,6/27.0,123
BJ Dwarshuis,BBL,126,2697,3630.0,168,1126,112,7,449.5,8.08,21.61,41.75,16.05,2.0,4.0,5.0,5/21.0,128
R Ashwin,ODI,113,6247,5149.0,166,3110,111,3,1041.2,4.95,31.02,49.78,37.63,0.0,4.0,4.0,4/24.0,115
DB Sharma,ODI,109,5496,4200.0,165,3008,55,5,916.0,4.59,25.45,54.73,33.31,4.0,5.0,6.0,6/31.0,110
Mustafizur Rahman,T20I,115,2529,3059.0,164,1104,120,9,421.5,7.26,18.65,43.65,15.42,2.0,5.0,6.0,6/6.0,114
UT Yadav,IPL,147,3080,4332.0,163,1261,110,24,513.3,8.44,26.58,40.94,18.9,0.0,5.0,4.0,4/20.0,148
Mohammed Shami,IPL,132,2929,4216.0,162,1228,106,9,488.2,8.64,26.02,41.93,18.08,0.0,3.0,4.0,4/11.0,132
SR Watson,ODI,140,5599,4663.0,162,2993,91,24,933.2,5.0,28.78,53.46,34.56,1.0,3.0,5.0,5/37.0,164
S Ecclestone,T20I,112,2525,2542.0,162,1201,43,2,420.8,6.04,15.69,47.56,15.59,0.0,2.0,4.0,4/15.0,113
JO Holder,ODI,127,6056,5602.0,162,3303,149,26,1009.3,5.55,34.58,54.54,37.38,3.0,5.0,5.0,5/25.0,126
Ehsan Khan,T20I,104,2260,2326.0,162,1061,55,4,376.7,6.18,14.36,46.95,13.95,0.0,10.0,4.0,4/5.0,106
ML Schutt,T20I,115,2363,2519.0,161,1134,64,11,393.8,6.4,15.65,47.99,14.68,2.0,7.0,5.0,5/15.0,116
Harbhajan Singh,IPL,160,3420,4030.0,161,1312,76,4,570.0,7.07,25.03,38.36,21.24,1.0,3.0,5.0,5/17.0,163
JO Holder,Test,67,11241,4882.0,160,8778,25,75,1873.5,2.61,30.51,78.09,70.26,11.0,5.0,11.0,11/103.0,68
B Kumar,ODI,119,5804,4926.0,160,3406,146,5,967.3,5.09,30.79,58.68,36.28,1.0,6.0,5.0,5/42.0,120
K Rabada,IPL,101,2312,3367.0,157,952,83,13,385.3,8.74,21.45,41.18,14.73,0.0,7.0,4.0,4/20.0,101
IK Pathan,ODI,98,4858,4301.0,156,2768,192,12,809.7,5.31,27.57,56.98,31.14,2.0,5.0,5.0,5/24.0,100
JJ Bumrah,ODI,88,4596,3507.0,155,2782,113,22,766.0,4.58,22.63,60.53,29.65,2.0,6.0,6.0,6/13.0,89
JP Behrendorff,BBL,112,2449,2893.0,154,1132,59,12,408.2,7.09,18.79,46.22,15.9,0.0,3.0,4.0,4/22.0,113
PWH de Silva,T20I,88,2017,2391.0,154,759,12,3,336.2,7.11,15.53,37.63,13.1,0.0,5.0,4.0,4/9.0,87
MJ Henry,Test,35,7651,3959.0,154,5767,27,9,1275.2,3.1,25.71,75.38,49.68,16.0,4.0,11.0,11/109.0,35
KW Richardson,BBL,113,2483,3268.0,153,1001,58,7,413.8,7.9,21.36,40.31,16.23,0.0,6.0,4.0,4/22.0,115
Hasan Ali,PSL,100,2305,3151.0,153,925,52,13,384.2,8.2,20.59,40.13,15.07,1.0,8.0,5.0,5/14.0,101
S Lamichhane,ODI,71,3978,2889.0,153,2352,55,1,663.0,4.36,18.88,59.13,26.0,4.0,8.0,7.0,7/11.0,73
TA Boult,IPL,124,2786,3950.0,153,1172,106,2,464.3,8.51,25.82,42.07,18.21,0.0,3.0,4.0,4/17.0,124
SJ Harmison,Test,42,8747,4760.0,151,6500,58,80,1457.8,3.27,31.52,74.31,57.93,10.0,9.0,11.0,11/72.0,42
M Kapp,ODI,108,5026,3367.0,151,3234,153,10,837.7,4.02,22.3,64.35,33.28,3.0,3.0,5.0,5/19.0,115
Rizwan Butt,T20I,91,1980,2235.0,150,935,65,11,330.0,6.77,14.9,47.22,13.2,5.0,3.0,7.0,7/16.0,92
A Khaka,ODI,102,4721,3392.0,149,2971,173,2,786.8,4.31,22.77,62.93,31.68,3.0,3.0,6.0,6/50.0,103
O Kamchomphu,T20I,110,2122,1631.0,149,1098,26,8,353.7,4.61,10.95,51.74,14.24,3.0,4.0,5.0,5/3.0,122
MM Sharma,IPL,119,2413,3513.0,149,836,58,10,402.2,8.74,23.58,34.65,16.19,2.0,5.0,5.0,5/10.0,120
A Zampa,T20I,112,2469,3045.0,148,863,37,2,411.5,7.4,20.57,34.95,16.68,1.0,5.0,5.0,5/18.0,113
Shaheen Shah Afridi,PSL,93,2098,2777.0,148,916,102,10,349.7,7.94,18.76,43.66,14.18,2.0,5.0,6.0,6/4.0,94
M Ntini,ODI,88,4454,3521.0,148,2733,81,20,742.3,4.74,23.79,61.36,30.09,2.0,6.0,6.0,6/22.0,89
AR Patel,IPL,173,3585,4437.0,148,1216,54,0,597.5,7.43,29.98,33.92,24.22,0.0,1.0,4.0,4/20.0,177
PJ Cummins,ODI,88,4593,4029.0,147,2595,148,8,765.5,5.26,27.41,56.5,31.24,1.0,7.0,5.0,5/67.0,88
JR Hazlewood,ODI,93,4886,3864.0,147,2952,87,10,814.3,4.74,26.29,60.42,33.24,3.0,2.0,6.0,6/51.0,92
KY Chan,T20I,92,1894,1437.0,146,1079,71,5,315.7,4.55,9.84,56.97,12.97,4.0,5.0,5.0,5/4.0,93
SP Narine,CPL,130,3076,2789.0,146,1609,68,11,512.7,5.44,19.1,52.31,21.07,0.0,1.0,4.0,4/14.0,130
MJ Leach,Test,38,9422,4838.0,145,6928,1,20,1570.3,3.08,33.37,73.53,64.98,14.0,6.0,10.0,10/166.0,39
Umar Gul,Test,41,8494,4801.0,145,6169,37,154,1415.7,3.39,33.11,72.63,58.58,14.0,7.0,9.0,9/164.0,41
Mohammed Siraj,Test,47,7306,4227.0,145,5335,30,35,1217.7,3.47,29.15,73.02,50.39,10.0,8.0,9.0,9/125.0,46
BAW Mendis,ODI,79,3927,3221.0,144,2007,77,7,654.5,4.92,22.37,51.11,27.27,2.0,6.0,6.0,6/13.0,82
JH Kallis,Test,85,9899,4798.0,144,7674,54,20,1649.8,2.91,33.32,77.52,68.74,5.0,3.0,9.0,9/89.0,89
MJ Santner,ODI,121,6057,4809.0,143,3127,84,1,1009.5,4.76,33.63,51.63,42.36,2.0,0.0,5.0,5/48.0,126
Imran Tahir,CPL,93,2130,2352.0,142,963,57,1,355.0,6.63,16.56,45.21,15.0,1.0,4.0,5.0,5/21.0,93
AS Joseph,ODI,80,4132,3729.0,142,2276,149,14,688.7,5.41,26.26,55.08,29.1,1.0,7.0,5.0,5/55.0,78
Mohammad Hafeez,ODI,164,7217,4989.0,142,3802,86,0,1202.8,4.15,35.13,52.68,50.82,1.0,2.0,5.0,5/36.0,204
MJ Santner,T20I,127,2715,3265.0,141,1047,84,3,452.5,7.22,23.16,38.56,19.26,0.0,3.0,4.0,4/11.0,131
Shaheen Shah Afridi,T20I,98,2147,2827.0,141,960,79,10,357.8,7.9,20.05,44.71,15.23,0.0,5.0,4.0,4/20.0,98
MR Adair,T20I,91,1987,2562.0,141,849,122,10,331.2,7.74,18.17,42.73,14.09,1.0,7.0,5.0,5/21.0,90
LE Plunkett,ODI,84,3993,3817.0,140,2019,173,12,665.5,5.74,27.26,50.56,28.52,1.0,10.0,5.0,5/51.0,85
HK Matthews,T20I,109,2184,2295.0,140,930,27,5,364.0,6.3,16.39,42.58,15.6,0.0,6.0,4.0,4/10.0,115
DJ Bravo,CPL,96,2020,2949.0,140,703,127,6,336.7,8.76,21.06,34.8,14.43,1.0,6.0,5.0,5/23.0,105
S Lamichhane,T20I,74,1674,1725.0,140,841,37,1,279.0,6.18,12.32,50.24,11.96,1.0,5.0,5.0,5/9.0,74
GB Hogg,ODI,87,4245,3167.0,139,2302,70,8,707.5,4.48,22.78,54.23,30.54,1.0,6.0,5.0,5/34.0,97
DR Sams,BBL,96,1959,2819.0,139,691,83,9,326.5,8.63,20.28,35.27,14.09,2.0,5.0,5.0,5/30.0,100
SK Warne,Test,24,6464,3215.0,139,4800,11,10,1077.3,2.98,23.13,74.26,46.5,14.0,3.0,12.0,12/245.0,24
Haris Rauf,T20I,88,1922,2675.0,138,744,61,2,320.3,8.35,19.38,38.71,13.93,0.0,5.0,4.0,4/13.0,88
S Ismail,ODI,83,4117,2702.0,138,2720,69,39,686.2,3.94,19.58,66.07,29.83,1.0,8.0,5.0,5/8.0,84
S Ecclestone,ODI,78,4225,2609.0,138,2737,57,0,704.2,3.71,18.91,64.78,30.62,2.0,5.0,6.0,6/32.0,79
Wahab Riaz,ODI,88,4259,4051.0,138,2152,178,37,709.8,5.71,29.36,50.53,30.86,4.0,7.0,6.0,6/42.0,89
Shakib Al Hasan,T20I,110,2380,2744.0,138,924,37,2,396.7,6.92,19.88,38.82,17.25,1.0,6.0,5.0,5/22.0,110
AD Mathews,ODI,158,5131,3971.0,137,2882,74,5,855.2,4.64,28.99,56.17,37.45,1.0,3.0,6.0,6/20.0,216
Shaheen Shah Afridi,ODI,70,3545,3340.0,137,2030,112,6,590.8,5.65,24.38,57.26,25.88,4.0,6.0,6.0,6/31.0,71
PM Siddle,BBL,103,2133,2675.0,137,859,58,9,355.5,7.52,19.53,40.27,15.57,2.0,2.0,5.0,5/15.0,104
Arshdeep Singh,T20I,83,1805,2573.0,136,790,110,17,300.8,8.55,18.92,43.77,13.27,2.0,1.0,5.0,5/36.0,85
A Zampa,BBL,116,2578,3136.0,135,844,28,3,429.7,7.3,23.23,32.74,19.1,1.0,0.0,5.0,5/17.0,117
A Flintoff,ODI,76,3820,2676.0,135,2387,74,48,636.7,4.2,19.82,62.49,28.3,3.0,7.0,5.0,5/19.0,83
C Aweko,T20I,89,2024,1465.0,135,1164,46,2,337.3,4.34,10.85,57.51,14.99,1.0,5.0,5.0,5/5.0,90
JL Jonassen,ODI,72,3384,2252.0,134,2018,44,0,564.0,3.99,16.81,59.63,25.25,6.0,4.0,6.0,6/27.0,73
AS Joseph,Test,42,7081,4363.0,134,5012,41,57,1180.2,3.7,32.56,70.78,52.84,11.0,6.0,8.0,8/110.0,42
Shoaib Malik,ODI,163,5612,4396.0,133,2823,123,40,935.3,4.7,33.05,50.3,42.2,0.0,4.0,4.0,4/23.0,224
Nahida Akter,T20I,98,2027,2014.0,133,928,27,1,337.8,5.96,15.14,45.78,15.24,2.0,2.0,5.0,5/8.0,99
AD Russell,IPL,121,1819,2863.0,133,645,66,13,303.2,9.44,21.53,35.46,13.68,2.0,3.0,6.0,6/19.0,139
JO Holder,CPL,116,2423,3152.0,133,1065,105,12,403.8,7.81,23.7,43.95,18.22,0.0,3.0,4.0,4/14.0,118
Nida Dar,T20I,120,2442,2422.0,133,1049,56,5,407.0,5.95,18.21,42.96,18.36,2.0,1.0,5.0,5/5.0,125
ML Schutt,ODI,95,4265,3049.0,132,2686,112,10,710.8,4.29,23.1,62.98,32.31,1.0,5.0,5.0,5/18.0,95
JDP Oram,ODI,103,4796,3478.0,132,2893,84,36,799.3,4.35,26.35,60.32,36.33,1.0,6.0,5.0,5/30.0,106
Mohammed Siraj,IPL,125,2680,3911.0,132,1176,154,8,446.7,8.76,29.63,43.88,20.3,0.0,3.0,4.0,4/17.0,125
KAJ Roach,ODI,88,4359,3683.0,132,2547,113,38,726.5,5.07,27.9,58.43,33.02,4.0,4.0,6.0,6/27.0,90
Shahid Afridi,T20I,112,2394,2732.0,131,904,54,3,399.0,6.85,20.85,37.76,18.27,0.0,5.0,4.0,4/9.0,117
A Flintoff,Test,39,8391,4155.0,131,6261,17,214,1398.5,2.97,31.72,74.62,64.05,8.0,11.0,8.0,8/107.0,40
Shadab Khan,T20I,110,2312,2890.0,131,821,43,1,385.3,7.5,22.06,35.51,17.65,0.0,6.0,4.0,4/7.0,115
Ali Dawood,T20I,76,1650,1704.0,130,814,62,10,275.0,6.2,13.11,49.33,12.69,5.0,2.0,7.0,7/17.0,76
NGRP Jayasuriya,Test,24,7728,4114.0,130,5390,9,8,1288.0,3.19,31.65,69.75,59.45,13.0,2.0,12.0,12/177.0,24
Danish Kaneria,Test,32,9766,5105.0,129,6933,3,36,1627.7,3.14,39.57,70.99,75.71,14.0,7.0,7.0,7/111.0,32
A Gardner,ODI,86,3740,2672.0,129,2179,71,1,623.3,4.29,20.71,58.26,28.99,1.0,5.0,5.0,5/30.0,90
Mohammad Abbas,Test,32,6757,2849.0,128,5418,15,28,1126.2,2.53,22.26,80.18,52.79,12.0,1.0,10.0,10/95.0,32
S Laomi,T20I,99,2025,1455.0,128,1106,35,5,337.5,4.31,11.37,54.62,15.82,1.0,4.0,5.0,5/11.0,102
Rubel Hossain,ODI,93,4304,4071.0,128,2215,84,23,717.3,5.68,31.8,51.46,33.62,2.0,7.0,6.0,6/26.0,95
Shaheen Shah Afridi,Test,34,6738,3545.0,128,5120,13,54,1123.0,3.16,27.7,75.99,52.64,12.0,5.0,10.0,10/92.0,34
R Vinay Kumar,IPL,104,2138,2986.0,127,801,48,11,356.3,8.38,23.51,37.46,16.83,1.0,2.0,5.0,5/39.0,104
Shadab Khan,PSL,102,2190,2788.0,127,796,50,0,365.0,7.64,21.95,36.35,17.24,2.0,2.0,5.0,5/15.0,104
ST Finn,Test,36,6436,3800.0,127,4772,20,24,1072.7,3.54,29.92,74.15,50.68,10.0,4.0,9.0,9/187.0,36
AC Kerr,ODI,87,4438,3472.0,127,2337,76,2,739.7,4.69,27.34,52.66,34.94,2.0,6.0,7.0,7/31.0,88
SN Thakur,IPL,109,2215,3514.0,127,766,140,13,369.2,9.52,27.67,34.58,17.44,0.0,4.0,4.0,4/32.0,114
H Ishimwe,T20I,79,1551,1186.0,127,876,59,4,258.5,4.59,9.34,56.48,12.21,2.0,3.0,5.0,5/8.0,81
Wahab Riaz,PSL,86,1978,2539.0,126,819,82,23,329.7,7.7,20.15,41.41,15.7,0.0,5.0,4.0,4/15.0,87
Mehedi Hasan Miraz,ODI,106,5235,4164.0,125,2697,37,3,872.5,4.77,33.31,51.52,41.88,2.0,3.0,5.0,5/25.0,108
I Sharma,ODI,77,3742,3536.0,125,2036,92,33,623.7,5.67,28.29,54.41,29.94,2.0,7.0,5.0,5/53.0,79
JD Unadkat,IPL,115,2352,3504.0,125,784,66,1,392.0,8.94,28.03,33.33,18.82,2.0,2.0,5.0,5/24.0,116
YS Chahal,ODI,68,3688,3247.0,124,1804,53,9,614.7,5.28,26.19,48.92,29.74,2.0,5.0,5.0,5/22.0,71
Virandeep Singh,T20I,91,1707,1540.0,124,807,42,0,284.5,5.41,12.42,47.28,13.77,1.0,4.0,5.0,5/26.0,112
JE Taylor,ODI,78,3820,3351.0,124,2179,127,17,636.7,5.26,27.02,57.04,30.81,2.0,3.0,6.0,6/33.0,80
JJ Bumrah,T20I,88,1939,2105.0,124,934,44,9,323.2,6.51,16.98,48.17,15.64,0.0,2.0,4.0,4/14.0,90
SL Malinga,T20I,83,1825,2237.0,124,716,85,14,304.2,7.35,18.04,39.23,14.72,2.0,2.0,5.0,5/5.0,83
CJ Jordan,T20I,93,1950,2829.0,123,684,84,9,325.0,8.7,23.0,35.08,15.85,1.0,5.0,5.0,5/21.0,94
RP Meredith,BBL,90,1960,2703.0,123,795,98,14,326.7,8.27,21.98,40.56,15.93,1.0,2.0,5.0,5/21.0,90
Vaishnave Mahesh,T20I,90,1652,1307.0,123,933,58,2,275.3,4.75,10.63,56.48,13.43,0.0,4.0,4.0,4/8.0,95
MA Wood,Test,38,6626,3665.0,122,4866,26,16,1104.3,3.32,30.04,73.44,54.31,9.0,7.0,9.0,9/99.0,38
MJ Hoggard,Test,33,6760,3624.0,122,5081,15,95,1126.7,3.22,29.7,75.16,55.41,14.0,3.0,8.0,8/92.0,33
JE Taylor,Test,40,6813,3914.0,122,5024,20,68,1135.5,3.45,32.08,73.74,55.84,12.0,4.0,9.0,9/95.0,40
Nashra Sandhu,ODI,81,4271,3172.0,122,2411,50,5,711.8,4.46,26.0,56.45,35.01,2.0,2.0,6.0,6/25.0,84
HK Matthews,ODI,83,4014,2911.0,122,2328,40,1,669.0,4.35,23.86,58.0,32.9,1.0,5.0,5.0,5/56.0,87
D Bishoo,Test,35,8095,4350.0,122,5576,2,28,1349.2,3.22,35.66,68.88,66.35,9.0,6.0,10.0,10/174.0,36
A Nehra,IPL,88,1917,2495.0,121,828,57,9,319.5,7.81,20.62,43.19,15.84,1.0,1.0,5.0,5/29.0,88
JO Holder,T20I,91,1995,2892.0,121,710,102,6,332.5,8.7,23.9,35.59,16.49,1.0,5.0,5.0,5/27.0,92
Mohammad Amir,Test,36,7669,3627.0,121,5935,30,50,1278.2,2.84,29.98,77.39,63.38,10.0,8.0,7.0,7/64.0,36
SM Pollock,ODI,94,5013,2840.0,120,3410,48,47,835.5,3.4,23.67,68.02,41.78,1.0,1.0,5.0,5/23.0,98
WPUJC Vaas,ODI,95,4809,3289.0,120,3156,51,54,801.5,4.1,27.41,65.63,40.08,1.0,3.0,5.0,5/38.0,95
Arshdeep Singh,IPL,95,2038,3111.0,120,748,129,6,339.7,9.16,25.92,36.7,16.98,1.0,3.0,5.0,5/29.0,97
TT Bresnan,ODI,83,4182,3779.0,120,2227,118,9,697.0,5.42,31.49,53.25,34.85,1.0,4.0,5.0,5/48.0,84
Karan KC,T20I,87,1699,2197.0,120,799,47,6,283.2,7.76,18.31,47.03,14.16,1.0,6.0,5.0,5/21.0,87
R Ngarava,T20I,87,1877,2267.0,120,906,84,19,312.8,7.25,18.89,48.27,15.64,0.0,3.0,4.0,4/9.0,89
MM Ali,ODI,126,5891,5210.0,119,2657,44,5,981.8,5.31,43.78,45.1,49.5,1.0,3.0,5.0,5/45.0,135
JA Richardson,BBL,80,1794,2341.0,119,797,67,11,299.0,7.83,19.67,44.43,15.08,0.0,8.0,4.0,4/6.0,81
Z Khan,IPL,99,2202,2782.0,119,929,74,2,367.0,7.58,23.38,42.19,18.5,0.0,3.0,4.0,4/17.0,99
Taskin Ahmed,ODI,78,3836,3446.0,118,2173,109,12,639.3,5.39,29.2,56.65,32.51,2.0,5.0,5.0,5/26.0,80
CJ Boyce,BBL,103,2200,2763.0,118,641,20,1,366.7,7.54,23.42,29.14,18.64,1.0,1.0,6.0,6/21.0,104
MF Maharoof,ODI,86,3821,3056.0,118,2253,90,38,636.8,4.8,25.9,58.96,32.38,3.0,3.0,6.0,6/14.0,89
MRJ Watt,ODI,82,4298,3089.0,118,2483,65,2,716.3,4.31,26.18,57.77,36.42,1.0,3.0,5.0,5/33.0,84
CRD Fernando,ODI,85,4034,3442.0,118,2292,113,124,672.3,5.12,29.17,56.82,34.19,1.0,2.0,6.0,6/26.0,89
B Laughlin,BBL,90,1894,2562.0,118,661,59,9,315.7,8.12,21.71,34.9,16.05,0.0,3.0,4.0,4/16.0,91
RP Yadav,T20I,84,1737,1908.0,117,718,29,12,289.5,6.59,16.31,41.34,14.85,1.0,3.0,5.0,5/28.0,87
AC Kerr,T20I,98,2155,2195.0,117,854,43,2,359.2,6.11,18.76,39.63,18.42,1.0,2.0,5.0,5/20.0,100
PP Ojha,Test,24,7647,3420.0,116,5822,0,14,1274.5,2.68,29.48,76.13,65.92,14.0,3.0,10.0,10/89.0,24
AD Russell,CPL,106,1856,2724.0,116,684,76,8,309.3,8.81,23.48,36.85,16.0,0.0,1.0,4.0,4/17.0,120
UT Yadav,ODI,73,3563,3565.0,116,1938,138,4,593.8,6.0,30.73,54.39,30.72,1.0,5.0,5.0,5/30.0,75
HH Pandya,T20I,120,2169,2993.0,116,847,101,4,361.5,8.28,25.8,39.05,18.7,0.0,3.0,4.0,4/16.0,132
J Mbabazi,T20I,77,1513,1236.0,116,824,57,1,252.2,4.9,10.66,54.46,13.04,3.0,4.0,5.0,5/14.0,95
Kuldeep Yadav,IPL,107,2289,3159.0,116,708,47,3,381.5,8.28,27.23,30.93,19.73,0.0,4.0,4.0,4/14.0,111
R Rampaul,ODI,76,3587,3040.0,115,2056,116,26,597.8,5.09,26.43,57.32,31.19,2.0,9.0,5.0,5/45.0,80
JNT Seales,Test,30,5087,2843.0,115,3761,20,20,847.8,3.35,24.72,73.93,44.23,9.0,4.0,9.0,9/106.0,30
MG Neser,BBL,99,1981,2783.0,115,761,77,10,330.2,8.43,24.2,38.41,17.23,0.0,3.0,4.0,4/24.0,101
A Nehra,ODI,79,3638,3279.0,115,2023,107,20,606.3,5.41,28.51,55.61,31.63,2.0,5.0,6.0,6/23.0,79
ER Oza,T20I,88,1533,1275.0,114,811,38,4,255.5,4.99,11.18,52.9,13.45,0.0,2.0,4.0,4/3.0,108
RJ Harris,Test,27,5756,2658.0,114,4564,11,19,959.3,2.77,23.32,79.29,50.49,11.0,5.0,9.0,9/105.0,27
SN Netravalkar,ODI,69,3625,2429.0,114,2293,15,18,604.2,4.02,21.31,63.26,31.8,2.0,3.0,6.0,6/32.0,70
CV Varun,IPL,94,2142,2745.0,114,802,45,8,357.0,7.69,24.08,37.44,18.79,1.0,2.0,5.0,5/19.0,94
Junaid Khan,ODI,73,3488,3135.0,113,1965,90,13,581.3,5.39,27.74,56.34,30.87,0.0,4.0,4.0,4/15.0,73
SE Bond,ODI,60,3317,2310.0,113,2177,104,35,552.8,4.18,20.44,65.63,29.35,2.0,4.0,6.0,6/22.0,60
Pavandeep Singh,T20I,86,1927,1916.0,113,1021,122,2,321.2,5.97,16.96,52.98,17.05,0.0,4.0,4.0,4/3.0,86
Karan KC,ODI,69,3064,2594.0,112,1852,85,0,510.7,5.08,23.16,60.44,27.36,5.0,7.0,5.0,5/28.0,69
CH Gayle,ODI,116,4415,3505.0,112,2077,102,14,735.8,4.76,31.29,47.04,39.42,1.0,3.0,5.0,5/44.0,201
FH Edwards,Test,37,6801,4211.0,112,4747,37,219,1133.5,3.72,37.6,69.8,60.72,9.0,3.0,8.0,8/116.0,37
KH Pandya,IPL,147,2704,3410.0,111,877,75,3,450.7,7.57,30.72,32.43,24.36,0.0,2.0,4.0,4/18.0,158
Faheem Ashraf,PSL,92,1750,2542.0,111,628,56,7,291.7,8.72,22.9,35.89,15.77,2.0,2.0,6.0,6/19.0,95
ST Finn,ODI,67,3558,2996.0,111,2105,85,8,593.0,5.05,26.99,59.16,32.05,2.0,4.0,6.0,6/70.0,69
SO Ngoche,T20I,85,1753,1783.0,111,837,16,3,292.2,6.1,16.06,47.75,15.79,1.0,2.0,5.0,5/14.0,88
SM Sharif,ODI,79,3606,2964.0,111,2091,86,21,601.0,4.93,26.7,57.99,32.49,2.0,1.0,5.0,5/25.0,80
ASS Fletcher,T20I,104,2073,2165.0,111,826,52,6,345.5,6.27,19.5,39.85,18.68,1.0,2.0,6.0,6/13.0,107
N Boochatham,T20I,78,1573,1171.0,110,925,35,2,262.2,4.47,10.65,58.8,14.3,2.0,3.0,5.0,5/3.0,95
CBRLS Kumara,Test,37,6057,3925.0,110,4125,55,13,1009.5,3.89,35.68,68.1,55.06,11.0,5.0,7.0,7/88.0,37
WD Parnell,ODI,69,3239,3010.0,110,1754,101,15,539.8,5.58,27.36,54.15,29.45,2.0,5.0,5.0,5/47.0,73
Abdul Razzaq,ODI,112,4457,3599.0,110,2516,61,84,742.8,4.84,32.72,56.45,40.52,1.0,3.0,5.0,5/49.0,116
RAS Lakmal,ODI,81,3753,3443.0,110,2100,106,10,625.5,5.5,31.3,55.96,34.12,0.0,4.0,4.0,4/12.0,83
Mohammad Amir,PSL,92,2051,2650.0,110,874,116,2,341.8,7.75,24.09,42.61,18.65,0.0,3.0,4.0,4/21.0,92
NT Ellis,BBL,80,1780,2440.0,109,594,74,14,296.7,8.22,22.39,33.37,16.33,0.0,3.0,4.0,4/26.0,80
GD McGrath,ODI,65,3238,2060.0,109,2171,44,25,539.7,3.82,18.9,67.05,29.71,1.0,1.0,7.0,7/9.0,66
Hasan Ali,ODI,64,3184,3084.0,109,1638,70,18,530.7,5.81,28.29,51.44,29.21,5.0,4.0,5.0,5/31.0,66
L Ngidi,ODI,69,3249,3147.0,109,1771,98,7,541.5,5.81,28.87,54.51,29.81,2.0,4.0,6.0,6/57.0,70
J Goswami,ODI,65,3311,2079.0,108,2227,53,15,551.8,3.77,19.25,67.26,30.66,0.0,6.0,4.0,4/17.0,65
LMM Tahuhu,ODI,74,3355,2624.0,108,2063,146,14,559.2,4.69,24.3,61.49,31.06,1.0,4.0,5.0,5/35.0,74
